Puntaje crediticio,Ingresos mensuales (USD),Monto del préstamo (USD),¿Default/No default?
0.6,5133.4,33017.9,0
4.1,6661.3,38475.7,0
5.4,4720.9,21686.5,0
1.4,5442.1,20112.0,0
0.6,6141.3,28933.7,0
2.1,6228.8,40671.0,0
5.5,26.3,42217.1,1
7.1,2819.1,49741.1,1
0.1,2736.6,41585.6,1
1.7,4797.0,47498.5,1
3.1,1878.1,45043.8,1
2.7,6343.7,20331.3,0
7.4,331.2,36251.5,1
6.1,3126.5,38081.3,1
4.4,1763.5,46329.9,1
4.1,3146.2,45640.4,1
7.1,1012.4,36125.4,1
0.3,4414.9,42188.2,1
1.2,846.0,46869.6,1
0.3,3459.2,37591.7,1
0.7,4414.0,22431.4,0
4.5,2733.9,42652.6,1
2.6,825.4,38085.8,1
1.8,2747.9,42475.5,1
5.7,1730.8,40316.1,1
3.0,4409.1,43667.1,1
4.6,5549.0,28830.9,0
3.0,6040.5,23362.5,0
3.7,4622.3,46817.7,1
3.5,1995.0,39518.4,1
3.0,6710.8,34375.7,0
1.6,2536.0,39397.8,1
1.9,6260.7,20388.3,0
1.6,5435.9,24550.6,0
4.8,5389.1,36254.1,0
3.8,6131.3,39587.1,0
5.3,495.7,37765.1,1
3.7,5236.7,21181.6,0
0.6,6836.0,39713.6,0
4.3,6176.6,31916.4,0
1.5,684.3,40628.4,1
4.7,482.8,46781.4,1
2.2,2404.4,40527.3,1
1.5,223.3,49379.9,1
6.3,4022.2,43934.6,1
1.2,1282.0,43025.9,1
4.7,3014.4,38418.3,1
3.4,1077.8,47664.3,1
2.4,5870.0,27845.7,0
4.1,6198.7,41380.3,0
0.0,813.0,46952.5,1
1.6,4074.7,43828.4,1
1.7,3249.2,46489.4,1
5.0,4309.1,40079.7,1
3.2,1210.9,36512.2,1
0.5,2759.0,37021.6,1
2.4,6712.9,24594.6,0
7.0,3981.8,48394.3,1
1.8,324.9,38216.3,1
0.3,4478.8,28245.3,0
1.9,4533.7,20279.2,0
0.4,4627.0,39203.6,0
2.9,5108.3,33317.9,0
4.6,4677.0,29124.1,0
5.4,587.8,46269.2,1
2.5,3118.5,47127.6,1
3.6,6910.7,30516.1,0
0.6,3556.1,42086.7,1
5.1,3716.0,39955.6,1
1.1,5390.8,41947.4,0
6.7,3785.8,47217.5,1
2.3,5701.9,31819.6,0
6.0,3793.0,44169.6,1
4.5,5046.0,38548.8,0
2.2,5642.5,38135.9,0
2.9,6279.4,23153.8,0
2.2,5778.5,31881.9,0
1.8,6084.5,38457.2,0
2.7,4393.2,38102.0,1
4.9,5285.3,35541.6,0
7.4,50.5,37613.6,1
1.0,6325.8,24962.5,0
5.6,3115.7,45696.7,1
0.7,1049.7,47342.0,1
5.5,6083.4,33205.8,0
3.3,5198.6,39815.6,0
3.9,3093.3,45424.4,1
0.8,5928.4,41725.0,0
3.1,2453.1,36698.1,1
0.2,5390.5,30358.6,0
6.2,2107.9,46261.4,1
1.0,4288.9,32160.5,0
3.4,1436.5,48005.1,1
4.6,3249.7,49956.9,1
2.2,104.8,49233.4,1
1.1,6812.4,36600.4,0
3.0,3616.7,47079.4,1
3.8,1734.8,43216.2,1
3.9,3874.3,45531.2,1
1.8,5046.5,38425.9,0
4.6,5355.0,23803.5,0
1.8,1818.9,44395.4,1
4.3,3298.4,44612.4,1
0.6,407.5,49646.7,1
2.5,3055.3,47525.5,1
4.6,5584.9,21702.3,0
4.0,1135.0,49588.6,1
1.0,3743.3,44557.7,1
2.1,3500.6,38883.2,1
6.0,1848.4,46349.3,1
2.1,6360.1,41530.5,0
3.2,2037.5,38602.1,1
5.4,2574.0,49317.4,1
7.3,1999.4,37097.6,1
0.2,4252.5,40700.7,1
0.8,3405.9,46410.3,1
2.9,2558.5,47140.9,1
0.7,3594.2,46654.5,1
6.4,681.2,44423.2,1
2.5,5172.0,24832.9,0
7.1,3556.1,46061.5,1
